"STATISTIC","Statistic Label","TLIST(A1)","Year","C03530V04258","Sector of Activity","C03066V03701","Size of Enterprise","UNIT","VALUE"
"TSA11C01","Value of Exports","2017","2017","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","615"
"TSA11C01","Value of Exports","2017","2017","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","545"
"TSA11C01","Value of Exports","2017","2017","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","1985"
"TSA11C01","Value of Exports","2017","2017","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","14778"
"TSA11C01","Value of Exports","2017","2017","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","17923"
"TSA11C01","Value of Exports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","241"
"TSA11C01","Value of Exports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","190"
"TSA11C01","Value of Exports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","6029"
"TSA11C01","Value of Exports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","46510"
"TSA11C01","Value of Exports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","52971"
"TSA11C01","Value of Exports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","549"
"TSA11C01","Value of Exports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1329"
"TSA11C01","Value of Exports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","8161"
"TSA11C01","Value of Exports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","19114"
"TSA11C01","Value of Exports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","29152"
"TSA11C01","Value of Exports","2017","2017","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","2415"
"TSA11C01","Value of Exports","2017","2017","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","2657"
"TSA11C01","Value of Exports","2017","2017","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","1822"
"TSA11C01","Value of Exports","2017","2017","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","2302"
"TSA11C01","Value of Exports","2017","2017","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","9196"
"TSA11C01","Value of Exports","2017","2017","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","3658"
"TSA11C01","Value of Exports","2017","2017","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","579"
"TSA11C01","Value of Exports","2017","2017","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","5166"
"TSA11C01","Value of Exports","2017","2017","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","278"
"TSA11C01","Value of Exports","2017","2017","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","50","Services/other (49-98)","-","All Enterprises","Euro Million","9681"
"TSA11C01","Value of Exports","2017","2017","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C01","Value of Exports","2017","2017","99","Unknown","99","Unknown","Euro Million","2837"
"TSA11C01","Value of Exports","2017","2017","99","Unknown","-","All Enterprises","Euro Million","2837"
"TSA11C01","Value of Exports","2017","2017","-","All sectors","05","Micro (0 to 9)","Euro Million","7478"
"TSA11C01","Value of Exports","2017","2017","-","All sectors","01","Small (10 to 49)","Euro Million","5300"
"TSA11C01","Value of Exports","2017","2017","-","All sectors","02","Medium (50 to 249)","Euro Million","23162"
"TSA11C01","Value of Exports","2017","2017","-","All sectors","03","Large (250 or more)","Euro Million","82983"
"TSA11C01","Value of Exports","2017","2017","-","All sectors","99","Unknown","Euro Million","2837"
"TSA11C01","Value of Exports","2017","2017","-","All sectors","-","All Enterprises","Euro Million","121759"
"TSA11C01","Value of Exports","2018","2018","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","399"
"TSA11C01","Value of Exports","2018","2018","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","562"
"TSA11C01","Value of Exports","2018","2018","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","1906"
"TSA11C01","Value of Exports","2018","2018","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","14887"
"TSA11C01","Value of Exports","2018","2018","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","17754"
"TSA11C01","Value of Exports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","87"
"TSA11C01","Value of Exports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","182"
"TSA11C01","Value of Exports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","10623"
"TSA11C01","Value of Exports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","58546"
"TSA11C01","Value of Exports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","69438"
"TSA11C01","Value of Exports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","539"
"TSA11C01","Value of Exports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1183"
"TSA11C01","Value of Exports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","8734"
"TSA11C01","Value of Exports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","18446"
"TSA11C01","Value of Exports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","28902"
"TSA11C01","Value of Exports","2018","2018","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","2511"
"TSA11C01","Value of Exports","2018","2018","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","3139"
"TSA11C01","Value of Exports","2018","2018","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","1834"
"TSA11C01","Value of Exports","2018","2018","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","2908"
"TSA11C01","Value of Exports","2018","2018","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","10391"
"TSA11C01","Value of Exports","2018","2018","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","3994"
"TSA11C01","Value of Exports","2018","2018","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","499"
"TSA11C01","Value of Exports","2018","2018","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","2852"
"TSA11C01","Value of Exports","2018","2018","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","1297"
"TSA11C01","Value of Exports","2018","2018","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","50","Services/other (49-98)","-","All Enterprises","Euro Million","8643"
"TSA11C01","Value of Exports","2018","2018","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C01","Value of Exports","2018","2018","99","Unknown","99","Unknown","Euro Million","4473"
"TSA11C01","Value of Exports","2018","2018","99","Unknown","-","All Enterprises","Euro Million","4473"
"TSA11C01","Value of Exports","2018","2018","-","All sectors","05","Micro (0 to 9)","Euro Million","7531"
"TSA11C01","Value of Exports","2018","2018","-","All sectors","01","Small (10 to 49)","Euro Million","5565"
"TSA11C01","Value of Exports","2018","2018","-","All sectors","02","Medium (50 to 249)","Euro Million","25948"
"TSA11C01","Value of Exports","2018","2018","-","All sectors","03","Large (250 or more)","Euro Million","96084"
"TSA11C01","Value of Exports","2018","2018","-","All sectors","99","Unknown","Euro Million","4473"
"TSA11C01","Value of Exports","2018","2018","-","All sectors","-","All Enterprises","Euro Million","139600"
"TSA11C01","Value of Exports","2019","2019","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","563"
"TSA11C01","Value of Exports","2019","2019","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","548"
"TSA11C01","Value of Exports","2019","2019","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","1973"
"TSA11C01","Value of Exports","2019","2019","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","15016"
"TSA11C01","Value of Exports","2019","2019","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","18100"
"TSA11C01","Value of Exports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","84"
"TSA11C01","Value of Exports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","223"
"TSA11C01","Value of Exports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","7042"
"TSA11C01","Value of Exports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","68299"
"TSA11C01","Value of Exports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","75648"
"TSA11C01","Value of Exports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","870"
"TSA11C01","Value of Exports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1232"
"TSA11C01","Value of Exports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","8974"
"TSA11C01","Value of Exports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","22344"
"TSA11C01","Value of Exports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","33420"
"TSA11C01","Value of Exports","2019","2019","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","2515"
"TSA11C01","Value of Exports","2019","2019","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","3137"
"TSA11C01","Value of Exports","2019","2019","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","2193"
"TSA11C01","Value of Exports","2019","2019","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","3018"
"TSA11C01","Value of Exports","2019","2019","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","10863"
"TSA11C01","Value of Exports","2019","2019","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","3680"
"TSA11C01","Value of Exports","2019","2019","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","798"
"TSA11C01","Value of Exports","2019","2019","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","2674"
"TSA11C01","Value of Exports","2019","2019","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","913"
"TSA11C01","Value of Exports","2019","2019","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","50","Services/other (49-98)","-","All Enterprises","Euro Million","8064"
"TSA11C01","Value of Exports","2019","2019","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C01","Value of Exports","2019","2019","99","Unknown","99","Unknown","Euro Million","5421"
"TSA11C01","Value of Exports","2019","2019","99","Unknown","-","All Enterprises","Euro Million","5421"
"TSA11C01","Value of Exports","2019","2019","-","All sectors","05","Micro (0 to 9)","Euro Million","7712"
"TSA11C01","Value of Exports","2019","2019","-","All sectors","01","Small (10 to 49)","Euro Million","5937"
"TSA11C01","Value of Exports","2019","2019","-","All sectors","02","Medium (50 to 249)","Euro Million","22857"
"TSA11C01","Value of Exports","2019","2019","-","All sectors","03","Large (250 or more)","Euro Million","109589"
"TSA11C01","Value of Exports","2019","2019","-","All sectors","99","Unknown","Euro Million","5421"
"TSA11C01","Value of Exports","2019","2019","-","All sectors","-","All Enterprises","Euro Million","151516"
"TSA11C01","Value of Exports","2020","2020","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","941"
"TSA11C01","Value of Exports","2020","2020","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","481"
"TSA11C01","Value of Exports","2020","2020","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","1532"
"TSA11C01","Value of Exports","2020","2020","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","11005"
"TSA11C01","Value of Exports","2020","2020","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","13959"
"TSA11C01","Value of Exports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","103"
"TSA11C01","Value of Exports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","315"
"TSA11C01","Value of Exports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","5274"
"TSA11C01","Value of Exports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","83284"
"TSA11C01","Value of Exports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","88977"
"TSA11C01","Value of Exports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","637"
"TSA11C01","Value of Exports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1302"
"TSA11C01","Value of Exports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","4471"
"TSA11C01","Value of Exports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","24388"
"TSA11C01","Value of Exports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","30799"
"TSA11C01","Value of Exports","2020","2020","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","2604"
"TSA11C01","Value of Exports","2020","2020","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","3194"
"TSA11C01","Value of Exports","2020","2020","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","2075"
"TSA11C01","Value of Exports","2020","2020","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","2228"
"TSA11C01","Value of Exports","2020","2020","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","10101"
"TSA11C01","Value of Exports","2020","2020","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","3494"
"TSA11C01","Value of Exports","2020","2020","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","1654"
"TSA11C01","Value of Exports","2020","2020","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","2608"
"TSA11C01","Value of Exports","2020","2020","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","935"
"TSA11C01","Value of Exports","2020","2020","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","50","Services/other (49-98)","-","All Enterprises","Euro Million","8690"
"TSA11C01","Value of Exports","2020","2020","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C01","Value of Exports","2020","2020","99","Unknown","99","Unknown","Euro Million","5279"
"TSA11C01","Value of Exports","2020","2020","99","Unknown","-","All Enterprises","Euro Million","5279"
"TSA11C01","Value of Exports","2020","2020","-","All sectors","05","Micro (0 to 9)","Euro Million","7780"
"TSA11C01","Value of Exports","2020","2020","-","All sectors","01","Small (10 to 49)","Euro Million","6946"
"TSA11C01","Value of Exports","2020","2020","-","All sectors","02","Medium (50 to 249)","Euro Million","15959"
"TSA11C01","Value of Exports","2020","2020","-","All sectors","03","Large (250 or more)","Euro Million","121840"
"TSA11C01","Value of Exports","2020","2020","-","All sectors","99","Unknown","Euro Million","5279"
"TSA11C01","Value of Exports","2020","2020","-","All sectors","-","All Enterprises","Euro Million","157805"
"TSA11C02","Number of Exporting Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","335"
"TSA11C02","Number of Exporting Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","178"
"TSA11C02","Number of Exporting Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","109"
"TSA11C02","Number of Exporting Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","45"
"TSA11C02","Number of Exporting Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","667"
"TSA11C02","Number of Exporting Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","65"
"TSA11C02","Number of Exporting Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","54"
"TSA11C02","Number of Exporting Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","47"
"TSA11C02","Number of Exporting Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","34"
"TSA11C02","Number of Exporting Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","200"
"TSA11C02","Number of Exporting Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","1005"
"TSA11C02","Number of Exporting Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","720"
"TSA11C02","Number of Exporting Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","313"
"TSA11C02","Number of Exporting Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","90"
"TSA11C02","Number of Exporting Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","2128"
"TSA11C02","Number of Exporting Enterprises","2017","2017","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","2521"
"TSA11C02","Number of Exporting Enterprises","2017","2017","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","1024"
"TSA11C02","Number of Exporting Enterprises","2017","2017","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","207"
"TSA11C02","Number of Exporting Enterprises","2017","2017","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","48"
"TSA11C02","Number of Exporting Enterprises","2017","2017","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","3800"
"TSA11C02","Number of Exporting Enterprises","2017","2017","50","Services/other (49-98)","05","Micro (0 to 9)","Number","1176"
"TSA11C02","Number of Exporting Enterprises","2017","2017","50","Services/other (49-98)","01","Small (10 to 49)","Number","406"
"TSA11C02","Number of Exporting Enterprises","2017","2017","50","Services/other (49-98)","02","Medium (50 to 249)","Number","157"
"TSA11C02","Number of Exporting Enterprises","2017","2017","50","Services/other (49-98)","03","Large (250 or more)","Number","74"
"TSA11C02","Number of Exporting Enterprises","2017","2017","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","50","Services/other (49-98)","-","All Enterprises","Number","1813"
"TSA11C02","Number of Exporting Enterprises","2017","2017","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C02","Number of Exporting Enterprises","2017","2017","99","Unknown","99","Unknown","Number","25"
"TSA11C02","Number of Exporting Enterprises","2017","2017","99","Unknown","-","All Enterprises","Number","25"
"TSA11C02","Number of Exporting Enterprises","2017","2017","-","All sectors","05","Micro (0 to 9)","Number","5102"
"TSA11C02","Number of Exporting Enterprises","2017","2017","-","All sectors","01","Small (10 to 49)","Number","2382"
"TSA11C02","Number of Exporting Enterprises","2017","2017","-","All sectors","02","Medium (50 to 249)","Number","833"
"TSA11C02","Number of Exporting Enterprises","2017","2017","-","All sectors","03","Large (250 or more)","Number","291"
"TSA11C02","Number of Exporting Enterprises","2017","2017","-","All sectors","99","Unknown","Number","25"
"TSA11C02","Number of Exporting Enterprises","2017","2017","-","All sectors","-","All Enterprises","Number","8633"
"TSA11C02","Number of Exporting Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","351"
"TSA11C02","Number of Exporting Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","189"
"TSA11C02","Number of Exporting Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","106"
"TSA11C02","Number of Exporting Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","48"
"TSA11C02","Number of Exporting Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2018","2018","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","694"
"TSA11C02","Number of Exporting Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","70"
"TSA11C02","Number of Exporting Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","48"
"TSA11C02","Number of Exporting Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","49"
"TSA11C02","Number of Exporting Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","34"
"TSA11C02","Number of Exporting Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","201"
"TSA11C02","Number of Exporting Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","1052"
"TSA11C02","Number of Exporting Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","709"
"TSA11C02","Number of Exporting Enterprises","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","330"
